idorig,commname,sciname,country,g,phi,k,msy,marginalcost,speciescat,speciescatname,regionfao,policy,beta,fvfmsy,bvbmsy,catch,price,idoriglumped,lumpedcatch2012,fmeyvfmsy,bmeyvbmsy,fcsvfmsy,bcsvbmsy
10550-FAO-71-45,Endeavour shrimp,Metapenaeus endeavouri,Philippines,0.0418279671737737,0.188,18363.0136855951,307.221019309702,18401858.8868618,45,"Shrimps, prawns",71,Historic,1.3,3.41537540150713,0.823425610665613,864.0,2896.5433844,10550-FAO-71-45,864.0,0.730749916336332,1.28604705272757,0.730749916336332,1.28604705272757
10560-FAO-71-54,Green mussel,Perna viridis,Philippines,0.0329786543869564,0.188,46234.3913840281,609.87142559026,7479138.7030374,54,Mussels,71,Historic,1.3,0.156137539260938,0.27304091561784,26.0,619.99925518,10560-FAO-71-54,26.0,0.660131680548712,1.1405679229077,0.660131680548712,1.1405679229077
10565-FAO-71-24,Indian pellona,Pellona ditchela,Philippines,0.118661051750797,0.188,51035.4524571594,2422.25785036833,13053420.486601,24,Shads,71,Historic,1.3,0.236588808868204,1.92643563652778,1104.0,784.09851376,10565-FAO-71-24,1104.0,0.678059335646139,1.36693917677969,0.678059335646139,1.36693917677969
10566-FAO-71-42,Indo-Pacific swamp crab,Scylla serrata,Philippines,0.0397153961934065,0.188,72556.7216723069,1152.59507750079,112129816.241952,42,"Crabs, sea-spiders",71,Historic,1.3,1.56294851001562,0.803243278074,1447.0,3411.5908616,10566-FAO-71-42,1447.0,0.673860027817049,1.34817195613372,0.673860027817049,1.34817195613372
10567-FAO-71-33,Indo-Pacific tarpon,Megalops cyprinoides,Philippines,0.0415982894702644,0.188,32816.7379959305,546.023194877547,26880442.2663958,33,Miscellaneous coastal fishes,71,Historic,1.3,4.97303362224184,0.529573687832353,1438.0,1833.5360616,10567-FAO-71-33,1438.0,0.647759406062681,1.33330459743727,0.647759406062681,1.33330459743727
10577-FAO-71-25,Milkfish,Chanos chanos,Philippines,0.0376086912962868,0.188,29471.4699263432,443.333171639532,13385816.544992,25,Miscellaneous diadromous fishes,71,Historic,1.3,0.601671843754117,0.929740532273773,248.0,986.40519664,10577-FAO-71-25,248.0,0.67586364327238,1.35223732658006,0.67586364327238,1.35223732658006
10579-FAO-71-33,Moonfish,Mene maculata,Philippines,0.110029946313891,0.188,556398.829992662,24487.0979513254,340405508.880193,33,Miscellaneous coastal fishes,71,Historic,1.3,0.341598928522434,1.95116028052141,16321.0,1833.5360616,10579-FAO-71-33,16321.0,0.678647737834754,1.36618099276153,0.678647737834754,1.36618099276153
10590-FAO-71-35,Rainbow sardine,Dussumieria acuta,Philippines,0.0922584648166993,0.188,448598.429662912,16554.0469265111,46277676.0934533,35,"Herrings, sardines, anchovies",71,Historic,1.3,0.490104033233545,0.664287404346246,7186.0,293.25233182,10590-FAO-71-35,7186.0,0.678929495539232,1.36580359348929,0.678929495539232,1.36580359348929
10608-FAO-71-33,Sillago-whitings,Sillaginidae,Philippines,0.0403651068458645,0.188,559491.592092272,9033.16369018298,462439980.863258,33,Miscellaneous coastal fishes,71,Historic,1.3,1.35794528735403,1.17147929108452,14370.0,1833.5360616,10608-FAO-71-33,14370.0,0.683515409036046,1.3554702550749,0.683515409036046,1.3554702550749
10611-FAO-71-53,Slipper cupped oyster,Crassostrea iredalei,Philippines,0.0350963891844509,0.188,41569.0390982669,583.542688872783,17139160.7467899,53,Oysters,71,Historic,1.3,0.288385028507631,0.689306933215152,116.0,877.04951276,10611-FAO-71-53,116.0,0.655353269774909,1.33627343230137,0.655353269774909,1.33627343230137
10617-FAO-71-33,Spotted sicklefish,Drepane punctata,Philippines,0.100127880020457,0.188,3940.14445410324,157.800136549118,2479757.88556734,33,Miscellaneous coastal fishes,71,Historic,1.3,0.944953028368909,0.616978785768402,92.0,1833.5360616,10617-FAO-71-33,92.0,0.679562745834014,1.36499727919206,0.679562745834014,1.36499727919206
1062-FAO-34-33,Royal threadfin,Pentanemus quinquarius,Benin,0.132691762571071,0.188,5284.72120394156,280.482812293425,3056557.2464574,33,Miscellaneous coastal fishes,34,Historic,1.3,0.279969384052784,1.82103898098943,143.0,1833.5360616,1062-FAO-34-33,143.0,0.677063880650781,1.36822272426466,0.677063880650781,1.36822272426466
10666-FAO-27-11,Asp,Aspius aspius,Poland,0.0419184616779625,0.188,97.6134142115113,1.6366471146299,43291.6325905191,11,"Carps, barbels and other cyprinids",27,Historic,1.3,0.940727385681362,1.29900600719098,2.0,995.04306138,10666-FAO-27-11,2.0,0.685061879235089,1.35694838077765,0.685061879235089,1.35694838077765
10689-FAO-27-23,Atlantic salmon,Salmo salar,Poland,0.0140942727673299,0.188,12316.7932029979,69.4353343763901,20970352.2567344,23,"Salmons, trouts, smelts",27,Historic,1.3,1.13892498409945,0.404645138533294,32.0,3577.30497436,10689-FAO-27-23,32.0,0.188835349678279,0.846587886967792,0.188835349678279,0.846587886967792
10730-FAO-27-31,European flounder,Platichthys flesus,Poland,0.0411074343878848,0.188,288380.248121006,4741.6128672821,214633693.191986,31,"Flounders, halibuts, soles",27,Historic,1.3,1.62638821446228,1.30827128940082,10089.0,2418.4492014,10730-FAO-27-31,10089.0,0.764240858341562,1.25946398655762,0.764240858341562,1.25946398655762
10737-FAO-27-23,European whitefish,Coregonus lavaretus,Poland,0.0772554153154551,0.188,1114.99448293109,34.4541753273932,756586.094655025,23,"Salmons, trouts, smelts",27,Historic,1.3,0.419128611004666,1.59271719417722,23.0,1828.9007166,10737-FAO-27-23,23.0,0.680794227326602,1.36343088078592,0.680794227326602,1.36343088078592
10745-FAO-27-11,Freshwater bream,Abramis brama,Poland,0.0385692461351902,0.188,43153.5211854724,665.729187609667,19622753.8054644,11,"Carps, barbels and other cyprinids",27,Historic,1.3,0.723447778734727,1.13159681541607,545.0,995.04306138,10745-FAO-27-11,545.0,0.683385393914696,1.3541279733302,0.683385393914696,1.3541279733302
1080-FAO-34-24,West African ilisha,Ilisha africana,Benin,0.110535613852273,0.188,40404.1412784135,1786.35725342033,10556501.8822474,24,Shads,34,Historic,1.3,0.482952170509536,1.96006813157901,1691.0,784.09851376,1080-FAO-34-24,1691.0,0.67854091528257,1.36631861813043,0.67854091528257,1.36631861813043
1081-FAO-34-33,West African ladyfish,Elops lacerta,Benin,0.0399521802087587,0.188,474.242259502442,7.57845968109143,393189.351848283,33,Miscellaneous coastal fishes,34,Historic,1.3,3.94418959240029,1.43856579029251,43.0,1833.5360616,1081-FAO-34-33,43.0,0.685192377078262,1.35565965721465,0.685192377078262,1.35565965721465
10844-FAO-27-11,Roach,Rutilus rutilus,Poland,0.0405210604237969,0.188,38186.8645288444,618.920705678067,17109047.085439,11,"Carps, barbels and other cyprinids",27,Historic,1.3,1.36013544444055,0.76501279180439,644.0,995.04306138,10844-FAO-27-11,644.0,0.674344449415554,1.34743457531131,0.674344449415554,1.34743457531131
10863-FAO-27-23,Sea trout,Salmo trutta,Poland,0.0405920576897034,0.188,18997.9032114308,308.451543054079,36756722.5971785,23,"Salmons, trouts, smelts",27,Historic,1.3,0.461733188835829,1.16554769169811,166.0,4299.215789,10863-FAO-27-23,166.0,0.685277528845705,1.35434582187558,0.685277528845705,1.35434582187558
10891-FAO-27-31,Turbot,Psetta maxima,Poland,0.041530149849769,0.188,1385.70942559062,23.0184395297595,2956902.80319036,31,"Flounders, halibuts, soles",27,Historic,1.3,3.00187082056523,0.955159847865124,66.0,6955.0842952,10891-FAO-27-31,66.0,0.760174576229738,1.25827311207124,0.760174576229738,1.25827311207124
10920-FAO-27-34,Alfonsino,Beryx decadactylus,Portugal,0.0420191620964362,0.188,1167.98695599603,19.6302391198696,873076.06965075,34,Miscellaneous demersal fishes,27,Historic,1.3,2.12019171671513,1.08121432359419,45.0,1678.3174976,10920-FAO-27-34,45.0,0.681939123601065,1.35521433359076,0.681939123601065,1.35521433359076
10927-FAO-27-31,Amer. plaice(=Long rough dab),Hippoglossoides platessoides,Portugal,0.0132624859697708,0.188,1794.32541135343,9.51845266454495,1247355.65659861,31,"Flounders, halibuts, soles",27,Historic,1.3,1.24744662909666,0.33687723437853,4.0,1608.8110666,10927-FAO-27-31,4.0,0.117418952123914,0.736348428108494,0.117418952123914,0.736348428108494
10929-FAO-21-34,American angler,Lophius americanus,Portugal,0.0134640531931311,0.188,517.012652529114,2.78430751474223,1043892.18664263,34,Miscellaneous demersal fishes,21,Historic,1.3,1.09414642363866,0.984755942051954,3.0,3222.0556354,10929-FAO-21-34,3.0,0.560331010933502,1.23288392825556,0.560331010933502,1.23288392825556
1092-FAO-31-33,Black grouper,Mycteroperca bonaci,Bermuda,0.0468707718285041,0.188,824.43769973362,15.4561084869026,1192998.38196486,33,Miscellaneous coastal fishes,31,Historic,1.3,0.982178735777697,1.44921224867586,22.0,3357.2096074,1092-FAO-31-33,22.0,0.685329619414618,1.35801190514713,0.685329619414618,1.35801190514713
10935-FAO-27-38,Angular roughshark,Oxynotus centrina,Portugal,0.0423672100163844,0.188,1663.9319052425,28.1971765900854,655525.824909375,38,"Sharks, rays, chimaeras",27,Historic,1.3,0.111667302366504,0.952773360659423,3.0,886.72515748,10935-FAO-27-38,3.0,0.682609699095174,1.35359020896198,0.682609699095174,1.35359020896198
10936-FAO-27-33,Annular seabream,Diplodus annularis,Portugal,0.0564245857215555,0.188,2150.29261406475,48.5295374141099,2496260.47154554,33,Miscellaneous coastal fishes,27,Historic,1.3,0.783884941312706,1.49836073075304,57.0,2847.4667678,10936-FAO-27-33,57.0,0.682422650251642,1.36150706488952,0.682422650251642,1.36150706488952
10952-FAO-27-31,Atlantic halibut,Hippoglossus hippoglossus,Portugal,0.0133957916188601,0.188,179.624009951172,0.962438483014273,552681.395734204,31,"Flounders, halibuts, soles",27,Historic,1.3,6.09759612878954,0.170399518950964,1.0,7142.1578406,10952-FAO-27-31,1.0,0.0132784145131281,0.458795397157956,0.0132784145131281,0.458795397157956
10953-FAO-21-31,Atlantic halibut,Hippoglossus hippoglossus,Portugal,0.0134066909605525,0.188,1874.10386786344,10.0497547797864,5764984.58866399,31,"Flounders, halibuts, soles",21,Historic,1.3,32.7152869492384,0.212907931839463,70.0,7142.1578406,10953-FAO-21-31,70.0,0.00587737904827817,0.386611513361512,0.00587737904827817,0.386611513361512
10979-FAO-27-33,Axillary seabream,Pagellus acarne,Portugal,0.0656237995970318,0.188,53260.7150758137,1398.00451684174,59091012.5028239,33,Miscellaneous coastal fishes,27,Historic,1.3,0.342147739500388,1.63069354869386,780.0,2847.4667678,10979-FAO-27-33,780.0,0.681469732362107,1.3626398678108,0.681469732362107,1.3626398678108
10981-FAO-27-33,Ballan wrasse,Labrus bergylta,Portugal,0.04131816045782,0.188,266.108072614524,4.3978380924896,218413.459651961,33,Miscellaneous coastal fishes,27,Historic,1.3,2.25420566343737,1.00871209149994,10.0,1833.5360616,10981-FAO-27-33,10.0,0.680918689763277,1.35317516078929,0.680918689763277,1.35317516078929
10983-FAO-27-47,Barnacle,Pollicipes pollicipes,Portugal,0.043516626456897,0.188,892.311159190158,15.5314410901522,1140555.59519193,47,Miscellaneous marine crustaceans,27,Historic,1.3,4.60706731894217,1.03417826884036,74.0,3231.497276,10983-FAO-27-47,74.0,0.705267810699132,1.32422809388795,0.705267810699132,1.32422809388795
1098-FAO-31-43,Caribbean spiny lobster,Panulirus argus,Bermuda,0.0305656132318708,0.188,5029.80804403813,61.4928658749873,26331850.8088473,43,"Lobsters, spiny-rock lobsters",31,Historic,1.3,1.99378406448415,0.383349590427761,47.0,16628.09062,1098-FAO-31-43,47.0,0.639478266535118,1.1719984005191,0.639478266535118,1.1719984005191
10991-FAO-27-56,Bean solen,Pharus legumen,Portugal,0.0399870376625082,0.188,5689.27851469293,90.9948128128026,2495856.99552215,56,"Clams, cockles, arkshells",27,Historic,1.3,0.25905618185958,1.44234223491669,34.0,970.42971572,10991-FAO-27-56,34.0,0.687151575179755,1.35694156205296,0.687151575179755,1.35694156205296
10-FAO-37-57,Common cuttlefish,Sepia officinalis,Albania,0.0715276769289784,0.188,5418.23394625467,155.014413868751,5029540.90346531,57,"Squids, cuttlefishes, octopuses",37,Historic,1.3,0.448247085540149,1.7989556469521,125.0,2444.7735688,10-FAO-37-57,125.0,0.679289229226246,1.3654018469207,0.679289229226246,1.3654018469207
11019-FAO-34-34,Black scabbardfish,Aphanopus carbo,Portugal,0.0408935654029464,0.188,171337.010552109,2802.50484255378,63722115.1900953,34,Miscellaneous demersal fishes,34,Historic,1.3,0.49328018627438,1.24274812455047,1718.0,828.24973442,11019-FAO-34-34,1718.0,0.685831288932947,1.3552977023634,0.685831288932947,1.3552977023634
1101-FAO-31-33,Coney,Cephalopholis fulva,Bermuda,0.0409830495010078,0.188,295.599891181549,4.84561326774055,445323.518699979,33,Miscellaneous coastal fishes,31,Historic,1.3,4.06992575079467,1.31837242836076,26.0,3357.2096074,1101-FAO-31-33,26.0,0.684335631251633,1.35457153883114,0.684335631251633,1.35457153883114
11024-FAO-27-34,Blackbellied angler,Lophius budegassa,Portugal,0.0655530360041419,0.188,4196.21749715518,110.024906950605,5269717.91637293,34,Miscellaneous demersal fishes,27,Historic,1.3,0.72271970167037,1.81092968666865,144.0,3222.0556354,11024-FAO-27-34,144.0,0.681514563046828,1.36260588279015,0.681514563046828,1.36260588279015
11025-FAO-34-34,Blackbelly rosefish,Helicolenus dactylopterus,Portugal,0.0393678399106172,0.188,545.002620205969,8.58183945193292,338847.790233504,34,Miscellaneous demersal fishes,34,Historic,1.3,0.824471624735043,1.41333105257139,10.0,1368.9083018,11025-FAO-34-34,10.0,0.686055605479235,1.3575085188632,0.686055605479235,1.3575085188632
11026-FAO-27-34,Blackbelly rosefish,Helicolenus dactylopterus,Portugal,0.0716646116487609,0.188,28740.06267324,823.820646437813,14929485.0645627,34,Miscellaneous demersal fishes,27,Historic,1.3,0.295449760083287,1.70502905105484,415.0,1368.9083018,11026-FAO-27-34,415.0,0.680274088817082,1.36412829365229,0.680274088817082,1.36412829365229
11033-FAO-34-45,Blue and red shrimp,Aristeus antennatus,Portugal,0.0431097259183213,0.188,143.374352606904,2.47221900638206,142382.514070698,45,"Shrimps, prawns",34,Historic,1.3,2.87449403820994,0.422155937157909,3.0,2896.5433844,11033-FAO-34-45,3.0,0.710074755987333,1.27401887323241,0.710074755987333,1.27401887323241
11034-FAO-27-45,Blue and red shrimp,Aristeus antennatus,Portugal,0.0416239670996808,0.188,698.461431640488,11.6285645704296,707064.732026432,45,"Shrimps, prawns",27,Historic,1.3,9.31549582898254,0.424644738334913,46.0,3794.471833564,11034-FAO-27-45,46.0,0.747116951284374,1.20629937529535,0.747116951284374,1.20629937529535
1103-FAO-31-33,Grey snapper,Lutjanus griseus,Bermuda,0.0416608010709179,0.188,100.240828992131,1.67036920774079,152236.872230792,33,Miscellaneous coastal fishes,31,Historic,1.3,4.18134211999331,1.14541220990305,8.0,3401.0992212,1103-FAO-31-33,8.0,0.681416044692664,1.35418124584809,0.681416044692664,1.35418124584809
11048-FAO-27-54,Blue mussel,Mytilus edulis,Portugal,0.0393737552455452,0.188,3217.83427373424,50.676979270904,241889.74702296,54,Mussels,27,Historic,1.3,4.83893248940077,0.346624010549078,85.0,303.84401374,11048-FAO-27-54,85.0,0.758592859574871,1.18586171050209,0.758592859574871,1.18586171050209
11049-FAO-34-38,Blue shark,Prionace glauca,Portugal,0.018099429022772,0.188,210135.37738108,1521.26284455205,106847146.461681,38,"Sharks, rays, chimaeras",34,Historic,1.3,0.688402594631717,1.35880815102544,1423.0,886.72515748,11049-FAO-34-38,1423.0,0.702192500353874,1.34186071421344,0.702192500353874,1.34186071421344
11052-FAO-47-38,Blue shark,Prionace glauca,Portugal,0.0188320378450936,0.188,92784.5620517281,698.897118303551,46619728.807635,38,"Sharks, rays, chimaeras",47,Historic,1.3,1.57456017068648,1.37579385022951,1514.0,886.72515748,11052-FAO-47-38,1514.0,0.700612452171647,1.34147964917449,0.700612452171647,1.34147964917449
11055-FAO-57-38,Blue shark,Prionace glauca,Portugal,0.0131730542222632,0.188,707.889100970738,3.72985470645288,395933.727025368,38,"Sharks, rays, chimaeras",57,Historic,1.3,5.99690684578984,0.849443277581153,19.0,886.72515748,11055-FAO-57-38,19.0,0.444835268521723,1.13973956206257,0.444835268521723,1.13973956206257
11056-FAO-51-38,Blue shark,Prionace glauca,Portugal,0.0135176177558655,0.188,30368.3816956787,164.195791007263,16854459.0034339,38,"Sharks, rays, chimaeras",51,Historic,1.3,3.64000757222733,0.928599992435576,555.0,886.72515748,11056-FAO-51-38,555.0,0.51314268755389,1.19736243862465,0.51314268755389,1.19736243862465
11069-FAO-34-33,Bogue,Boops boops,Portugal,0.0389466403268386,0.188,1657.60058865512,25.8220133603932,2150659.92482247,33,Miscellaneous coastal fishes,34,Historic,1.3,0.416749418095814,0.557552986962768,6.0,2847.4667678,11069-FAO-34-33,6.0,0.653164234486862,1.3386202405301,0.653164234486862,1.3386202405301
11070-FAO-27-33,Bogue,Boops boops,Portugal,0.0362981730662822,0.188,38116.6017771253,553.39999541071,50510491.5620392,33,Miscellaneous coastal fishes,27,Historic,1.3,1.67499416540963,0.895417633261255,830.0,2847.4667678,11070-FAO-27-33,830.0,0.672137887065647,1.34707604608044,0.672137887065647,1.34707604608044
11074-FAO-27-31,Brill,Scophthalmus rhombus,Portugal,0.10718088280747,0.188,842.050145936677,36.0990268657012,1351999.97602844,31,"Flounders, halibuts, soles",27,Historic,1.3,1.16458232809767,0.880108132002294,37.0,6955.0842952,11074-FAO-27-31,37.0,0.755636990232555,1.26987197712222,0.755636990232555,1.26987197712222
11098-FAO-34-57,Common cuttlefish,Sepia officinalis,Portugal,0.0350179678751457,0.188,48545.4576961846,679.954338797842,55830837.9006815,57,"Squids, cuttlefishes, octopuses",34,Historic,1.3,0.0212588035964005,1.10688222582684,16.0,2444.7735688,11098-FAO-34-57,16.0,0.683400399653673,1.35074145345436,0.683400399653673,1.35074145345436
11099-FAO-27-57,Common cuttlefish,Sepia officinalis,Portugal,0.0678269428084539,0.188,85896.7493220307,2330.33941274441,81015643.0762956,57,"Squids, cuttlefishes, octopuses",27,Historic,1.3,0.263741851636803,1.86460303310033,1146.0,2444.7735688,11099-FAO-27-57,1146.0,0.681833089956378,1.36217154611753,0.681833089956378,1.36217154611753
11102-FAO-27-33,Common dentex,Dentex dentex,Portugal,0.0133504689618406,0.188,582.479499116224,3.11040810808625,1041992.36893701,33,Miscellaneous coastal fishes,27,Historic,1.3,2.83335388857633,0.680821172739842,6.0,2847.4667678,11102-FAO-27-33,6.0,0.357549902889056,1.06220260623685,0.357549902889056,1.06220260623685
11110-FAO-27-38,Common eagle ray,Myliobatis aquila,Portugal,0.0767082286403539,0.188,1193.84718842736,36.6294927353279,243571.375257525,38,"Sharks, rays, chimaeras",27,Historic,1.3,0.189600767065526,1.72786676685995,12.0,548.72646602,11110-FAO-27-38,12.0,0.679729599660306,1.36480712180236,0.679729599660306,1.36480712180236
11111-FAO-27-56,Common edible cockle,Cerastoderma edule,Portugal,0.0437068527934974,0.188,131064.281613312,2291.25853661249,55983205.7240785,56,"Clams, cockles, arkshells",27,Historic,1.3,0.28110999978993,1.74663489160109,1125.0,970.42971572,11111-FAO-27-56,1125.0,0.68666630950472,1.35868459151087,0.68666630950472,1.35868459151087
11113-FAO-27-57,Common octopus,Octopus vulgaris,Portugal,0.0751793445560866,0.188,480357.660551202,14444.5316696781,597673020.924278,57,"Squids, cuttlefishes, octopuses",27,Historic,1.3,0.362718561717337,1.76951127803425,9271.0,3326.2455426,11113-FAO-27-57,9271.0,0.680232776879678,1.36416534206842,0.680232776879678,1.36416534206842
11115-FAO-27-33,Common pandora,Pagellus erythrinus,Portugal,0.0395483539816115,0.188,6974.63950503677,110.329179237611,9007745.17702908,33,Miscellaneous coastal fishes,27,Historic,1.3,1.24491139230529,0.771750708143769,106.0,2847.4667678,11115-FAO-27-33,106.0,0.672736926539569,1.34711386876628,0.672736926539569,1.34711386876628
11123-FAO-27-33,Common two-banded seabream,Diplodus vulgaris,Portugal,0.0412185059957226,0.188,9926.89074833552,163.66118743996,12662469.6834017,33,Miscellaneous coastal fishes,27,Historic,1.3,2.48209766691093,0.903444545150909,367.0,2847.4667678,11123-FAO-27-33,367.0,0.678121101519721,1.35124635222343,0.678121101519721,1.35124635222343
11135-FAO-34-45,Deep-water rose shrimp,Parapenaeus longirostris,Portugal,0.0405956908679152,0.188,6411.51819698661,104.107262122495,14892514.7987362,45,"Shrimps, prawns",34,Historic,1.3,0.564676122457261,0.442275517030646,26.0,6653.856251,11135-FAO-34-45,26.0,0.708077031502331,1.27353409538632,0.708077031502331,1.27353409538632
11136-FAO-27-45,Deep-water rose shrimp,Parapenaeus longirostris,Portugal,0.041936985000501,0.188,14357.9999618133,240.841521099638,33026756.821055,45,"Shrimps, prawns",27,Historic,1.3,6.56565163131536,0.585600972903998,926.0,6653.856251,11136-FAO-27-45,926.0,0.712921411450936,1.27623498199677,0.712921411450936,1.27623498199677
11147-FAO-27-33,Dusky grouper,Epinephelus marginatus,Portugal,0.0136296484242522,0.188,1674.00057239496,9.12600000924709,3508834.21692954,33,Miscellaneous coastal fishes,27,Historic,1.3,3.41307545363946,0.449471005384634,14.0,3357.2096074,11147-FAO-27-33,14.0,0.179010076988706,0.867640105997044,0.179010076988706,0.867640105997044
11149-FAO-27-42,Edible crab,Cancer pagurus,Portugal,0.0401495103750325,0.188,336.23808111781,5.39967177136769,281821.010571875,42,"Crabs, sea-spiders",27,Historic,1.3,0.498066758068888,0.743661121707427,2.0,1856.3350268,11149-FAO-27-42,2.0,0.672885856225547,1.34850379211874,0.672885856225547,1.34850379211874
11162-FAO-34-34,European conger,Conger conger,Portugal,0.0133074505817238,0.188,10483.6637584764,55.8017931383683,22971911.3382853,34,Miscellaneous demersal fishes,34,Historic,1.3,2.7235548725597,0.638245042060358,97.0,3484.4827638,11162-FAO-34-34,97.0,0.324842916178608,1.03101332798305,0.324842916178608,1.03101332798305
11163-FAO-27-34,European conger,Conger conger,Portugal,0.0224074816015192,0.188,174530.289187745,1564.24244511849,327088594.289531,34,Miscellaneous demersal fishes,27,Historic,1.3,0.882680520281114,1.17981381128834,1629.0,3484.4827638,11163-FAO-27-34,1629.0,0.675137813398349,1.33399833271185,0.675137813398349,1.33399833271185
11169-FAO-27-43,European lobster,Homarus gammarus,Portugal,0.0393232210616415,0.188,129.081596652125,2.03026918374928,331532.710267489,43,"Lobsters, spiny-rock lobsters",27,Historic,1.3,5.60054816749614,0.351783796711537,4.0,8798.3098948,11169-FAO-27-43,4.0,0.711548296535631,1.21181447603316,0.711548296535631,1.21181447603316
11173-FAO-27-33,European seabass,Dicentrarchus labrax,Portugal,0.0404017598924476,0.188,8733.30570088834,141.129939421656,15977427.1540385,33,Miscellaneous coastal fishes,27,Historic,1.3,3.37268742061701,0.775230977225276,369.0,4059.5143658,11173-FAO-27-33,369.0,0.669851797478912,1.34711339037828,0.669851797478912,1.34711339037828
11197-FAO-27-33,Gilthead seabream,Sparus aurata,Portugal,0.0771508337909095,0.188,13840.2525975343,427.095356591942,16873872.6886963,33,Miscellaneous coastal fishes,27,Historic,1.3,0.264825751810905,2.03349342432668,230.0,3284.7230098,11197-FAO-27-33,230.0,0.680837888880771,1.36338350243088,0.680837888880771,1.36338350243088
11208-FAO-27-33,Greater weever,Trachinus draco,Portugal,0.041376430011914,0.188,446.258516096412,7.38549728836868,366120.674673157,33,Miscellaneous coastal fishes,27,Historic,1.3,2.16315948525672,0.563344717352962,9.0,1833.5360616,11208-FAO-27-33,9.0,0.659814777420216,1.34029830407944,0.659814777420216,1.34029830407944
11209-FAO-27-42,Green crab,Carcinus maenas,Portugal,0.0356119861470938,0.188,18488.7943982186,263.357079878821,29523025.5717108,42,"Crabs, sea-spiders",27,Historic,1.3,2.91552292356783,0.569141138700017,437.0,3411.5908616,11209-FAO-27-42,437.0,0.62945968566788,1.31926006873919,0.62945968566788,1.31926006873919
11215-FAO-27-33,Grey triggerfish,Balistes carolinensis,Portugal,0.0406775418683275,0.188,3653.86219257658,59.449344964925,3013071.20782988,33,Miscellaneous coastal fishes,27,Historic,1.3,3.02784765833865,1.01109111430258,182.0,1833.5360616,11215-FAO-27-33,182.0,0.680402256690726,1.35154571136594,0.680402256690726,1.35154571136594
11216-FAO-27-56,Grooved carpet shell,Ruditapes decussatus,Portugal,0.0361075127144105,0.188,79001.6071280559,1140.9686415437,35735093.8553557,56,"Clams, cockles, arkshells",27,Historic,1.3,0.037635190822654,1.25755193274827,54.0,970.42971572,11216-FAO-27-56,54.0,0.685778643115788,1.35499283173391,0.685778643115788,1.35499283173391
11241-FAO-27-57,Horned octopus,Eledone cirrhosa,Portugal,0.0680671586961875,0.188,22523.4363550608,613.214594313685,28872331.5057825,57,"Squids, cuttlefishes, octopuses",27,Historic,1.3,0.097829558235900893,1.70026884465316,102.0,3326.2455426,11241-FAO-27-57,102.0,0.681716386591857,1.36230614881077,0.681716386591857,1.36230614881077
11252-FAO-27-34,John dory,Zeus faber,Portugal,0.0404033057849445,0.188,22459.9888552539,362.966585653766,30189820.731475,34,Miscellaneous demersal fishes,27,Historic,1.3,0.755354870895996,1.50637247470447,413.0,2982.6471698,11252-FAO-27-34,413.0,0.686851555612202,1.35763944778916,0.686851555612202,1.35763944778916
11265-FAO-34-38,Leafscale gulper shark,Centrophorus squamosus,Portugal,0.0416625734299457,0.188,11052.03941788,184.174172245456,3784725.19888963,38,"Sharks, rays, chimaeras",34,Historic,1.3,0.594238806717627,1.46194234664085,160.0,766.90499808,11265-FAO-34-38,160.0,0.686551106165711,1.35735174272765,0.686551106165711,1.35735174272765
11297-FAO-34-35,Madeiran sardinella,Sardinella maderensis,Portugal,0.0419433972107147,0.188,61.0606934747032,1.02439050638093,7979.54836722311,35,"Herrings, sardines, anchovies",34,Historic,1.3,0.80369687507767,0.910968665239513,1.0,293.25233182,11297-FAO-34-35,1.0,0.679920431303861,1.35382203009922,0.679920431303861,1.35382203009922
11334-FAO-27-33,Meagre,Argyrosomus regius,Portugal,0.0133705145269038,0.188,14325.5785963003,76.6126529265796,13521374.6336746,33,Miscellaneous coastal fishes,27,Historic,1.3,6.10716091670628,0.393258355193673,184.0,1503.069022,11334-FAO-27-33,184.0,0.126283934892011,0.778575535511241,0.126283934892011,0.778575535511241
11338-FAO-27-43,Mediterranean slipper lobster,Scyllarides latus,Portugal,0.0420609530171143,0.188,9.33323648528473,0.157018776197261,26195.0078341606,43,"Lobsters, spiny-rock lobsters",27,Historic,1.3,10.8306979069379,0.588019826113207,1.0,9810.5299766,11338-FAO-27-43,1.0,0.744793011937497,1.23020383113537,0.744793011937497,1.23020383113537
1133-FAO-41-33,Acoupa weakfish,Cynoscion acoupa,Brazil,0.0417320440428944,0.188,462731.026241046,7723.93279582213,118098720.389284,33,Miscellaneous coastal fishes,41,Historic,1.3,2.71558280730647,1.07084731228704,22461.0,571.85152428,1133-FAO-41-33,22461.0,0.681459990111784,1.35435114093111,0.681459990111784,1.35435114093111
11358-FAO-27-57,Northern shortfin squid,Illex illecebrosus,Portugal,0.0394576983264346,0.188,17639.41562462,278.3916151983,9168173.93020255,57,"Squids, cuttlefishes, octopuses",27,Historic,1.3,0.340181162701538,1.44661896796043,137.0,1145.15424896,11358-FAO-27-57,137.0,0.687839645533654,1.3561831196021,0.687839645533654,1.3561831196021
11361-FAO-27-43,Norway lobster,Nephrops norvegicus,Portugal,0.0380455976771736,0.188,17151.6731117612,261.006372841171,31208954.3518314,43,"Lobsters, spiny-rock lobsters",27,Historic,1.3,1.9644319766397,0.35496315980684,182.0,6171.7243992,11361-FAO-27-43,182.0,0.71988636898287806,1.2156632738375,0.71988636898287806,1.2156632738375
